customer_id,signup_date,region,plan,contract_type,monthly_fee_,tenure_months,payment_method,products_held,usage_gbmo,support_contacts_6m,complaints_raised,payment_failures_12m,nps_score_010,acquisition_channel,age_band,gender,paperless_billing,auto_renewal,churn_prob_score,churned_1yes,churn_date,churn_reason,high_risk_flag,revenue_per_product,tenure_band,predicted_churn_prob,predicted_churn
UK00620,2022-07-23 00:00:00.000000,Wales,Basic,Month-to-Month,9.99,13,Credit Card,1,2.8,1,0,0,10,Partner,25-34,F,Yes,No,0.37,0,,,0,9.99,13-24m,0.1934171,0
UK00621,2021-01-30 00:00:00.000000,Yorkshire,Premium,1-Year,39.99,39,Direct Debit,2,56.4,2,0,0,7,Referral,25-34,F,No,Yes,0.08,0,,,0,19.995,37m+,0.06313988,0
UK00622,2023-11-18 00:00:00.000000,North West,Basic,2-Year,9.99,3,Credit Card,3,6.4,0,0,3,8,Online,45-54,M,No,No,0.33,0,,,0,3.33,0-6m,0.20927162,0
UK00623,2020-11-25 00:00:00.000000,South East,Standard,1-Year,19.99,50,Direct Debit,3,2.4,1,0,0,7,Online,35-44,M,Yes,No,0.14,0,,,0,6.663333333333333,37m+,0.10140125,0
UK00624,2020-07-07 00:00:00.000000,London,Standard,Month-to-Month,19.99,68,Credit Card,3,14.3,1,0,0,5,Online,35-44,Prefer not to say,Yes,No,0.19,0,,,0,6.663333333333333,37m+,0.11067736,0
UK00625,2020-05-14 00:00:00.000000,South East,Standard,Month-to-Month,19.99,69,PayPal,1,8.6,0,0,3,8,Partner,65+,F,No,Yes,0.27,0,,,0,19.99,37m+,0.10679369,0
UK00626,2021-06-11 00:00:00.000000,South East,Standard,1-Year,19.99,47,Direct Debit,3,10.4,1,0,0,8,In-Store,55-64,M,Yes,No,0.02,0,,,0,6.663333333333333,37m+,0.06467933,0
UK00627,2021-03-06 00:00:00.000000,South East,Standard,1-Year,19.99,60,Credit Card,1,4.8,1,1,3,8,Phone,35-44,M,No,Yes,0.34,1,2022-09-12 00:00:00.000000,Price too high,0,19.99,37m+,0.18762958,0
UK00628,2020-10-06 00:00:00.000000,West Midlands,Standard,Month-to-Month,19.99,48,Direct Debit,4,16.6,1,1,1,8,Phone,25-34,F,Yes,No,0.21,1,2022-08-24 00:00:00.000000,Payment issues,0,4.9975,37m+,0.6091169,1
UK00629,2022-03-03 00:00:00.000000,North West,Basic,1-Year,9.99,32,PayPal,2,4.6,3,3,0,7,Partner,25-34,F,Yes,Yes,0.62,0,,,0,4.995,25-36m,0.3807516,0
UK00630,2020-09-08 00:00:00.000000,North West,Premium,2-Year,39.99,67,Credit Card,1,64.7,3,2,1,9,Referral,45-54,F,Yes,No,0.14,0,,,0,39.99,37m+,0.16895068,0
UK00631,2020-08-29 00:00:00.000000,South East,Premium,2-Year,39.99,51,Credit Card,1,31.0,1,1,0,8,Referral,45-54,F,Yes,Yes,0.02,0,,,0,39.99,37m+,0.09754006,0
UK00632,2023-01-25 00:00:00.000000,London,Premium,2-Year,39.99,32,PayPal,1,25.8,1,1,0,4,Referral,35-44,F,No,No,0.08,0,,,0,39.99,25-36m,0.1372853,0
UK00633,2023-06-30 00:00:00.000000,East Midlands,Standard,Month-to-Month,19.99,18,Direct Debit,2,8.7,3,0,0,5,In-Store,35-44,M,Yes,Yes,0.41,0,,,0,9.995,13-24m,0.32892492,0
UK00634,2023-03-01 00:00:00.000000,South East,Premium,Month-to-Month,39.99,30,Direct Debit,3,78.5,0,0,0,4,Partner,35-44,F,Yes,No,0.17,0,,,0,13.33,25-36m,0.061203826,0
UK00635,2020-05-10 00:00:00.000000,Yorkshire,Standard,Month-to-Month,19.99,67,Credit Card,4,6.2,2,2,0,9,Online,25-34,M,Yes,Yes,0.31,0,,,0,4.9975,37m+,0.2253865,0
UK00636,2020-09-05 00:00:00.000000,North East,Standard,2-Year,19.99,2,Credit Card,5,12.6,3,1,0,9,Online,35-44,M,Yes,Yes,0.29,0,,,0,3.9979999999999998,0-6m,0.24663231,0
UK00637,2021-11-13 00:00:00.000000,South East,Standard,1-Year,19.99,24,Credit Card,2,16.7,0,1,0,8,Online,55-64,M,Yes,No,0.1,1,2024-11-22 00:00:00.000000,Price too high,0,9.995,13-24m,0.3475214,0
UK00638,2022-10-16 00:00:00.000000,North West,Premium,1-Year,39.99,13,Credit Card,3,42.7,3,0,0,9,Online,35-44,M,No,No,0.02,0,,,0,13.33,13-24m,0.02240407,0
UK00639,2022-08-05 00:00:00.000000,South West,Standard,1-Year,19.99,15,Direct Debit,2,16.6,2,0,1,7,In-Store,25-34,F,No,No,0.28,1,2025-09-27 00:00:00.000000,Price too high,0,9.995,13-24m,0.47931847,0
UK00640,2021-08-18 00:00:00.000000,Yorkshire,Basic,1-Year,9.99,40,Direct Debit,2,2.9,1,0,3,3,Online,45-54,F,Yes,No,0.66,1,2025-12-17 00:00:00.000000,Moved abroad,0,4.995,37m+,0.84312296,1
UK00641,2021-03-06 00:00:00.000000,London,Basic,Month-to-Month,9.99,30,Credit Card,3,3.9,2,0,0,7,Online,35-44,M,Yes,Yes,0.47,1,2025-03-17 00:00:00.000000,Unknown,0,3.33,25-36m,0.33818826,0
UK00642,2022-01-29 00:00:00.000000,East of England,Premium,Month-to-Month,39.99,35,Direct Debit,3,38.2,1,0,1,5,In-Store,35-44,M,No,Yes,0.27,0,,,0,13.33,25-36m,0.09451852,0
UK00643,2020-11-05 00:00:00.000000,East of England,Standard,2-Year,19.99,59,Credit Card,2,8.3,0,1,0,0,Phone,25-34,M,No,No,0.24,1,2022-09-28 00:00:00.000000,Price too high,1,9.995,37m+,0.88783765,1
UK00644,2020-09-14 00:00:00.000000,Scotland,Premium,2-Year,39.99,61,Bank Transfer,4,59.2,2,2,0,10,Phone,18-24,M,No,No,0.02,0,,,0,9.9975,37m+,0.021567026,0
UK00645,2021-02-11 00:00:00.000000,South East,Standard,Month-to-Month,19.99,61,Credit Card,3,17.6,5,1,1,8,Online,25-34,F,No,No,0.37,0,,,0,6.663333333333333,37m+,0.4479508,0
UK00646,2020-12-13 00:00:00.000000,East of England,Basic,2-Year,9.99,41,Direct Debit,4,1.6,2,0,0,6,Online,45-54,F,No,Yes,0.12,0,,,0,2.4975,37m+,0.020153604,0
UK00647,2021-01-07 00:00:00.000000,North West,Standard,2-Year,19.99,63,PayPal,1,10.6,4,0,0,9,Online,35-44,M,No,Yes,0.02,0,,,0,19.99,37m+,0.0434618,0
UK00648,2021-05-19 00:00:00.000000,Wales,Standard,1-Year,19.99,15,PayPal,1,12.6,1,0,0,9,Referral,35-44,M,No,Yes,0.06,0,,,0,19.99,13-24m,0.023868961,0
UK00649,2020-05-02 00:00:00.000000,East Midlands,Basic,1-Year,9.99,44,Credit Card,4,1.9,3,0,0,9,In-Store,25-34,M,No,No,0.16,0,,,0,2.4975,37m+,0.05874089,0
UK00650,2020-10-26 00:00:00.000000,South West,Basic,2-Year,9.99,46,Credit Card,5,2.0,0,1,0,8,In-Store,65+,M,Yes,No,0.02,0,,,0,1.998,37m+,0.095103376,0
UK00651,2021-01-30 00:00:00.000000,South East,Standard,1-Year,19.99,30,PayPal,2,13.1,1,0,2,4,Partner,25-34,Prefer not to say,Yes,No,0.3,0,,,0,9.995,25-36m,0.19087791,0
UK00652,2021-04-17 00:00:00.000000,London,Premium,Month-to-Month,39.99,7,Direct Debit,2,65.6,2,0,0,6,Phone,35-44,M,Yes,Yes,0.43,0,,,0,19.995,7-12m,0.20819499,0
UK00653,2020-05-01 00:00:00.000000,South East,Premium,Month-to-Month,39.99,41,Credit Card,1,64.0,3,0,0,4,In-Store,65+,M,No,No,0.27,0,,,0,39.99,37m+,0.119133346,0
UK00654,2022-05-11 00:00:00.000000,South West,Standard,Month-to-Month,19.99,39,Direct Debit,4,16.3,3,0,2,8,Online,25-34,M,Yes,Yes,0.27,0,,,0,4.9975,37m+,0.2090521,0
UK00655,2025-09-21 00:00:00.000000,North West,Basic,Month-to-Month,9.99,5,Credit Card,3,4.6,1,0,0,9,Referral,45-54,M,Yes,Yes,0.56,1,2025-12-16 00:00:00.000000,Poor service quality,0,3.33,0-6m,0.7176177,1
UK00656,2021-02-13 00:00:00.000000,North East,Standard,1-Year,19.99,34,Bank Transfer,1,24.4,1,2,0,0,Online,35-44,F,Yes,Yes,0.6,1,2024-05-30 00:00:00.000000,Payment issues,1,19.99,25-36m,0.68855864,1
UK00657,2022-01-21 00:00:00.000000,Wales,Basic,2-Year,9.99,15,Direct Debit,4,1.3,3,0,0,7,Referral,25-34,M,No,Yes,0.24,0,,,0,2.4975,13-24m,0.07791553,0
UK00658,2022-07-30 00:00:00.000000,South West,Premium,Month-to-Month,39.99,26,Credit Card,2,25.6,0,0,0,7,Phone,25-34,M,No,No,0.23,0,,,0,19.995,25-36m,0.0928937,0
UK00659,2020-07-31 00:00:00.000000,East Midlands,Standard,1-Year,19.99,67,Direct Debit,2,11.0,1,0,0,9,Referral,65+,M,Yes,Yes,0.02,0,,,0,9.995,37m+,0.09624706,0
UK00660,2020-09-05 00:00:00.000000,Yorkshire,Standard,2-Year,19.99,62,Direct Debit,5,0.3,1,3,0,4,Online,25-34,F,No,No,0.22,0,,,0,3.9979999999999998,37m+,0.044819407,0
UK00661,2020-05-07 00:00:00.000000,South East,Basic,2-Year,9.99,63,Bank Transfer,1,4.3,2,0,0,7,Online,25-34,M,Yes,Yes,0.18,0,,,0,9.99,37m+,0.10880226,0
UK00662,2022-08-11 00:00:00.000000,North East,Basic,1-Year,9.99,40,Bank Transfer,1,3.6,5,3,0,7,Partner,25-34,F,Yes,Yes,0.62,1,2024-12-03 00:00:00.000000,Competitor offer,0,9.99,37m+,0.6055086,1
UK00663,2020-07-20 00:00:00.000000,Yorkshire,Premium,1-Year,39.99,68,Credit Card,3,51.6,1,1,3,9,Phone,45-54,F,Yes,No,0.12,0,,,0,13.33,37m+,0.4307042,0
UK00664,2021-02-25 00:00:00.000000,Scotland,Basic,Month-to-Month,9.99,52,Credit Card,4,3.8,3,0,0,10,Online,35-44,M,Yes,Yes,0.31,0,,,0,2.4975,37m+,0.14781535,0
UK00665,2022-04-11 00:00:00.000000,Yorkshire,Basic,2-Year,9.99,21,Credit Card,2,2.0,1,0,0,9,Partner,25-34,F,Yes,Yes,0.1,0,,,0,4.995,13-24m,0.1895364,0
UK00666,2020-12-17 00:00:00.000000,South East,Basic,Month-to-Month,9.99,42,Direct Debit,3,2.4,1,1,0,3,Online,25-34,F,No,Yes,0.65,1,2024-09-09 00:00:00.000000,Payment issues,1,3.33,37m+,0.8657396,1
UK00667,2023-03-30 00:00:00.000000,London,Enterprise,Month-to-Month,79.99,33,Credit Card,5,70.4,0,1,1,7,Partner,45-54,F,No,Yes,0.25,0,,,0,15.998,25-36m,0.11666621,0
UK00668,2021-03-17 00:00:00.000000,South West,Premium,Month-to-Month,39.99,56,Direct Debit,3,46.5,3,1,2,8,In-Store,55-64,Prefer not to say,Yes,Yes,0.29,1,2026-02-22 00:00:00.000000,Competitor offer,0,13.33,37m+,0.5539152,1
UK00669,2020-11-05 00:00:00.000000,South East,Standard,1-Year,19.99,56,Credit Card,4,0.1,1,1,0,3,Online,55-64,F,Yes,Yes,0.44,1,2025-11-28 00:00:00.000000,Price too high,1,4.9975,37m+,0.5131039,1
UK00670,2021-10-11 00:00:00.000000,West Midlands,Standard,2-Year,19.99,54,Credit Card,1,10.4,1,1,1,8,Online,55-64,F,No,Yes,0.02,0,,,0,19.99,37m+,0.07739295,0
UK00671,2021-01-03 00:00:00.000000,East Midlands,Basic,Month-to-Month,9.99,43,Credit Card,1,3.6,2,1,0,10,Referral,35-44,F,No,Yes,0.41,1,2025-10-05 00:00:00.000000,Competitor offer,0,9.99,37m+,0.40265608,0
UK00672,2021-08-03 00:00:00.000000,East of England,Premium,2-Year,39.99,23,Credit Card,3,26.2,1,0,1,9,Online,55-64,M,No,No,0.02,0,,,0,13.33,13-24m,0.028755056,0
UK00673,2020-05-26 00:00:00.000000,East of England,Standard,Month-to-Month,19.99,26,Credit Card,3,14.0,1,0,0,8,Phone,55-64,F,No,Yes,0.15,0,,,0,6.663333333333333,25-36m,0.122991055,0
UK00674,2022-04-18 00:00:00.000000,London,Premium,1-Year,39.99,12,Credit Card,4,56.5,3,0,0,10,Partner,25-34,Prefer not to say,No,Yes,0.02,0,,,0,9.9975,7-12m,0.038673326,0
UK00675,2022-10-12 00:00:00.000000,South West,Basic,1-Year,9.99,32,Direct Debit,3,3.6,0,0,0,8,Online,18-24,M,Yes,No,0.12,0,,,0,3.33,25-36m,0.06839934,0
UK00676,2022-06-25 00:00:00.000000,Yorkshire,Standard,Month-to-Month,19.99,25,Direct Debit,5,24.0,1,0,2,9,Phone,65+,F,No,No,0.27,0,,,0,3.9979999999999998,25-36m,0.32842037,0
UK00677,2020-07-31 00:00:00.000000,Scotland,Enterprise,1-Year,79.99,41,Bank Transfer,2,142.3,1,1,0,2,Referral,35-44,F,No,Yes,0.28,0,,,1,39.995,37m+,0.5258706,1
UK00678,2020-05-09 00:00:00.000000,West Midlands,Standard,2-Year,19.99,71,Direct Debit,3,4.4,1,0,0,5,Online,65+,M,No,Yes,0.02,0,,,0,6.663333333333333,37m+,0.047658592,0
UK00679,2024-04-05 00:00:00.000000,West Midlands,Standard,1-Year,19.99,9,PayPal,3,10.4,1,2,1,2,Online,35-44,F,No,No,0.72,1,2026-03-14 00:00:00.000000,Unknown,1,6.663333333333333,7-12m,0.85489696,1
UK00680,2020-07-05 00:00:00.000000,Yorkshire,Basic,2-Year,9.99,41,Direct Debit,1,1.3,2,0,0,10,In-Store,45-54,F,Yes,Yes,0.06,0,,,0,9.99,37m+,0.12783803,0
UK00681,2021-02-01 00:00:00.000000,Scotland,Basic,Month-to-Month,9.99,16,PayPal,4,1.1,1,2,0,2,Online,25-34,M,No,No,0.85,1,2025-03-03 00:00:00.000000,Poor service quality,1,2.4975,13-24m,0.84482324,1
UK00682,2023-06-08 00:00:00.000000,South East,Basic,Month-to-Month,9.99,11,Credit Card,5,4.3,0,2,0,9,Online,25-34,Prefer not to say,Yes,Yes,0.59,1,2025-10-01 00:00:00.000000,Price too high,0,1.998,7-12m,0.75154907,1
UK00683,2021-03-06 00:00:00.000000,Yorkshire,Enterprise,2-Year,79.99,9,Direct Debit,5,194.6,1,0,3,4,Phone,55-64,F,Yes,Yes,0.18,0,,,0,15.998,7-12m,0.10908909,0
UK00684,2020-06-07 00:00:00.000000,East Midlands,Standard,2-Year,19.99,69,Direct Debit,1,17.2,3,0,0,9,Phone,25-34,M,Yes,Yes,0.02,0,,,0,19.99,37m+,0.06524585,0
UK00685,2020-05-09 00:00:00.000000,Scotland,Enterprise,2-Year,79.99,71,Credit Card,1,216.2,2,0,0,9,In-Store,35-44,F,No,Yes,0.02,0,,,0,79.99,37m+,0.018869003,0
UK00686,2020-06-04 00:00:00.000000,East Midlands,Basic,1-Year,9.99,68,Credit Card,5,6.0,1,0,0,8,Referral,25-34,F,No,No,0.02,0,,,0,1.998,37m+,0.058966897,0
UK00687,2022-08-23 00:00:00.000000,Yorkshire,Standard,1-Year,19.99,42,Credit Card,3,11.2,1,1,0,8,Partner,25-34,F,Yes,No,0.02,0,,,0,6.663333333333333,37m+,0.1480007,0
UK00688,2022-05-20 00:00:00.000000,London,Standard,Month-to-Month,19.99,39,Direct Debit,5,10.2,0,1,1,6,Referral,35-44,F,Yes,Yes,0.29,1,2024-01-24 00:00:00.000000,Payment issues,0,3.9979999999999998,37m+,0.5403498,1
UK00689,2020-05-03 00:00:00.000000,London,Premium,1-Year,39.99,27,Bank Transfer,5,26.0,0,2,0,8,Phone,55-64,M,Yes,No,0.1,0,,,0,7.998,25-36m,0.08013152,0
UK00690,2023-07-06 00:00:00.000000,South West,Standard,Month-to-Month,19.99,6,Direct Debit,5,0.1,2,2,0,8,Partner,25-34,Prefer not to say,No,No,0.61,0,,,0,3.9979999999999998,0-6m,0.20391957,0
UK00691,2021-01-12 00:00:00.000000,North West,Standard,2-Year,19.99,36,Direct Debit,4,21.9,0,0,0,4,Online,45-54,M,No,Yes,0.02,0,,,0,4.9975,25-36m,0.02142831,0
UK00692,2021-10-11 00:00:00.000000,Scotland,Standard,2-Year,19.99,33,Credit Card,4,14.7,0,0,1,8,Online,55-64,F,Yes,No,0.02,0,,,0,4.9975,25-36m,0.022444123,0
UK00693,2020-12-04 00:00:00.000000,London,Standard,Month-to-Month,19.99,62,Direct Debit,4,12.4,0,1,1,5,In-Store,45-54,F,Yes,Yes,0.29,0,,,0,4.9975,37m+,0.24841142,0
UK00694,2022-07-04 00:00:00.000000,London,Basic,Month-to-Month,9.99,20,Credit Card,2,5.1,1,0,0,10,Partner,35-44,M,Yes,No,0.27,0,,,0,4.995,13-24m,0.30211547,0
UK00695,2022-08-11 00:00:00.000000,North East,Standard,2-Year,19.99,9,Direct Debit,3,20.5,1,0,2,8,Online,45-54,F,No,No,0.12,1,2025-08-19 00:00:00.000000,No longer needed,0,6.663333333333333,7-12m,0.6432588,1
UK00696,2023-05-16 00:00:00.000000,London,Basic,2-Year,9.99,8,Credit Card,1,3.8,3,1,0,9,Phone,55-64,F,No,No,0.38,0,,,0,9.99,7-12m,0.7049105,1
UK00697,2022-05-01 00:00:00.000000,North East,Standard,1-Year,19.99,31,Credit Card,3,17.3,5,0,0,8,Online,45-54,Prefer not to say,No,No,0.16,0,,,0,6.663333333333333,25-36m,0.083550915,0
UK00698,2022-01-25 00:00:00.000000,London,Standard,Month-to-Month,19.99,39,Credit Card,5,8.1,3,3,0,7,Partner,35-44,M,No,No,0.47,0,,,0,3.9979999999999998,37m+,0.12325965,0
UK00699,2021-05-01 00:00:00.000000,South East,Standard,Month-to-Month,19.99,52,Bank Transfer,2,18.2,0,0,0,7,In-Store,45-54,M,No,Yes,0.21,0,,,0,9.995,37m+,0.12532267,0
UK00700,2020-07-13 00:00:00.000000,Yorkshire,Standard,Month-to-Month,19.99,58,Direct Debit,5,5.7,1,0,0,9,Partner,35-44,Prefer not to say,Yes,Yes,0.07,0,,,0,3.9979999999999998,37m+,0.12180326,0
UK00701,2023-01-15 00:00:00.000000,South East,Premium,1-Year,39.99,20,Credit Card,2,42.2,0,0,0,8,Partner,45-54,F,Yes,Yes,0.02,0,,,0,19.995,13-24m,0.051840845,0
UK00702,2025-01-09 00:00:00.000000,London,Basic,Month-to-Month,9.99,7,Credit Card,3,0.5,0,0,0,2,Phone,25-34,F,No,No,0.73,1,2025-10-09 00:00:00.000000,Poor service quality,0,3.33,7-12m,0.91949743,1
UK00703,2021-09-16 00:00:00.000000,Yorkshire,Basic,Month-to-Month,9.99,20,Bank Transfer,5,2.6,1,0,0,3,Phone,25-34,M,Yes,Yes,0.65,0,,,0,1.998,13-24m,0.15404004,0
UK00704,2020-07-14 00:00:00.000000,North West,Standard,1-Year,19.99,3,Bank Transfer,3,7.4,4,0,0,10,Partner,35-44,F,Yes,No,0.37,1,2026-01-10 00:00:00.000000,Competitor offer,0,6.663333333333333,0-6m,0.64153033,1
UK00705,2023-09-10 00:00:00.000000,North East,Premium,2-Year,39.99,15,Bank Transfer,2,53.9,5,0,0,9,In-Store,45-54,F,Yes,No,0.04,0,,,0,19.995,13-24m,0.02835765,0
UK00706,2020-07-11 00:00:00.000000,South East,Basic,2-Year,9.99,67,Credit Card,3,2.8,4,0,0,0,Partner,35-44,M,No,Yes,0.42,1,2020-11-24 00:00:00.000000,Price too high,0,3.33,37m+,0.6075647,1
UK00707,2025-01-26 00:00:00.000000,East Midlands,Enterprise,Month-to-Month,79.99,3,Direct Debit,4,102.2,1,0,0,4,Online,65+,F,Yes,No,0.4,1,2026-01-03 00:00:00.000000,Payment issues,0,19.9975,0-6m,0.71931297,1
UK00708,2020-07-09 00:00:00.000000,London,Enterprise,2-Year,79.99,41,Credit Card,1,68.7,3,1,0,10,Online,45-54,M,Yes,Yes,0.02,1,2022-12-07 00:00:00.000000,No longer needed,0,79.99,37m+,0.28947973,0
UK00709,2021-02-02 00:00:00.000000,North East,Standard,Month-to-Month,19.99,10,Credit Card,4,10.4,2,0,0,8,Phone,18-24,M,Yes,Yes,0.31,0,,,0,4.9975,7-12m,0.17212325,0
UK00710,2023-09-15 00:00:00.000000,London,Premium,Month-to-Month,39.99,11,Direct Debit,2,40.0,1,0,3,8,In-Store,45-54,F,Yes,No,0.45,1,2025-05-01 00:00:00.000000,Price too high,0,19.995,7-12m,0.7585428,1
UK00711,2020-05-04 00:00:00.000000,South East,Enterprise,1-Year,79.99,70,Credit Card,1,39.1,2,0,0,4,Referral,25-34,M,No,Yes,0.02,0,,,0,79.99,37m+,0.03472938,0
UK00712,2020-06-26 00:00:00.000000,West Midlands,Premium,Month-to-Month,39.99,68,Credit Card,3,108.0,0,0,0,10,Phone,45-54,F,Yes,No,0.02,1,2024-10-24 00:00:00.000000,No longer needed,0,13.33,37m+,0.39723527,0
UK00713,2021-05-08 00:00:00.000000,East of England,Standard,1-Year,19.99,47,Direct Debit,1,5.1,1,1,0,8,Referral,25-34,Prefer not to say,Yes,Yes,0.06,0,,,0,19.99,37m+,0.17090245,0
UK00714,2020-07-05 00:00:00.000000,South East,Basic,2-Year,9.99,60,Direct Debit,4,5.1,1,2,0,6,Online,65+,F,No,No,0.18,0,,,0,2.4975,37m+,0.066505514,0
UK00715,2023-05-08 00:00:00.000000,North West,Standard,Month-to-Month,19.99,2,Credit Card,2,18.7,0,2,0,9,Online,35-44,M,No,Yes,0.62,1,2026-03-02 00:00:00.000000,No longer needed,0,9.995,0-6m,0.6518869,1
UK00716,2022-12-26 00:00:00.000000,Scotland,Standard,1-Year,19.99,21,Direct Debit,3,12.7,5,0,0,8,Online,35-44,F,Yes,No,0.16,0,,,0,6.663333333333333,13-24m,0.1132342,0
UK00717,2022-03-30 00:00:00.000000,East Midlands,Enterprise,1-Year,79.99,44,PayPal,4,88.6,2,0,0,8,Online,65+,M,No,No,0.02,0,,,0,19.9975,37m+,0.051248442,0
UK00718,2022-03-03 00:00:00.000000,South East,Basic,2-Year,9.99,30,Direct Debit,4,4.2,3,0,0,10,Partner,65+,F,Yes,Yes,0.12,0,,,0,2.4975,25-36m,0.04173472,0
UK00719,2023-04-18 00:00:00.000000,Yorkshire,Basic,Month-to-Month,9.99,3,Credit Card,4,1.0,2,0,0,9,Online,25-34,F,Yes,No,0.6,0,,,0,2.4975,0-6m,0.2560346,0
UK00720,2025-09-30 00:00:00.000000,South East,Basic,Month-to-Month,9.99,1,Bank Transfer,4,3.1,1,1,2,9,Phone,35-44,F,Yes,Yes,0.76,1,2026-02-23 00:00:00.000000,No longer needed,0,2.4975,0-6m,0.83173984,1
UK00721,2022-09-04 00:00:00.000000,East of England,Basic,Month-to-Month,9.99,37,Credit Card,1,5.1,0,0,0,6,In-Store,55-64,M,No,Yes,0.27,0,,,0,9.99,37m+,0.31481364,0
UK00722,2020-05-28 00:00:00.000000,London,Premium,1-Year,39.99,36,Credit Card,5,50.8,1,0,0,4,Referral,35-44,M,No,No,0.06,0,,,0,7.998,25-36m,0.01850552,0
UK00723,2020-09-06 00:00:00.000000,East Midlands,Standard,Month-to-Month,19.99,51,Direct Debit,1,19.0,2,0,1,8,Partner,25-34,M,Yes,Yes,0.23,1,2024-01-21 00:00:00.000000,Unknown,0,19.99,37m+,0.14378236,0
UK00724,2023-05-21 00:00:00.000000,North West,Standard,1-Year,19.99,9,PayPal,5,13.8,1,1,0,7,Referral,35-44,M,No,Yes,0.32,1,2025-07-09 00:00:00.000000,Price too high,0,3.9979999999999998,7-12m,0.40528005,0
UK00725,2022-07-13 00:00:00.000000,South East,Premium,Month-to-Month,39.99,6,Credit Card,2,20.7,4,0,0,9,Referral,35-44,F,No,Yes,0.39,1,2026-02-22 00:00:00.000000,Price too high,0,19.995,0-6m,0.746929,1
UK00726,2020-09-26 00:00:00.000000,Yorkshire,Basic,1-Year,9.99,45,Direct Debit,3,4.4,1,1,0,8,Partner,45-54,M,No,No,0.16,1,2023-08-29 00:00:00.000000,No longer needed,0,3.33,37m+,0.41771522,0
UK00727,2021-05-07 00:00:00.000000,London,Basic,Month-to-Month,9.99,34,Credit Card,4,1.5,0,0,0,8,Online,25-34,F,Yes,Yes,0.27,0,,,0,2.4975,25-36m,0.10674027,0
UK00728,2021-09-22 00:00:00.000000,South East,Premium,2-Year,39.99,28,Credit Card,3,43.3,1,0,0,9,Online,18-24,F,No,Yes,0.02,0,,,0,13.33,25-36m,0.012628771,0
UK00729,2020-08-29 00:00:00.000000,West Midlands,Premium,2-Year,39.99,59,Credit Card,2,54.3,4,0,0,8,Online,18-24,M,Yes,Yes,0.02,0,,,0,19.995,37m+,0.050139133,0
UK00730,2021-07-01 00:00:00.000000,South East,Enterprise,1-Year,79.99,49,Direct Debit,1,34.6,0,0,0,10,Online,25-34,F,No,Yes,0.02,0,,,0,79.99,37m+,0.04054467,0
UK00731,2022-11-12 00:00:00.000000,South East,Standard,Month-to-Month,19.99,27,PayPal,1,19.3,3,2,0,8,Phone,35-44,M,No,Yes,0.49,0,,,0,19.99,25-36m,0.24168523,0
UK00732,2020-06-08 00:00:00.000000,London,Basic,Month-to-Month,9.99,49,Direct Debit,4,4.6,1,3,0,7,Partner,55-64,F,No,Yes,0.55,0,,,0,2.4975,37m+,0.28738728,0
UK00733,2023-01-19 00:00:00.000000,South East,Basic,Month-to-Month,9.99,25,PayPal,1,4.2,5,0,0,7,Phone,45-54,M,Yes,No,0.65,1,2025-06-30 00:00:00.000000,Competitor offer,0,9.99,25-36m,0.8379964,1
UK00734,2020-05-05 00:00:00.000000,North East,Standard,1-Year,19.99,71,PayPal,3,6.0,1,0,0,6,Online,45-54,F,No,No,0.04,0,,,0,6.663333333333333,37m+,0.12828816,0
UK00735,2023-10-26 00:00:00.000000,South East,Basic,Month-to-Month,9.99,18,Credit Card,4,4.1,1,0,0,6,Online,45-54,F,Yes,Yes,0.43,0,,,0,2.4975,13-24m,0.2889766,0
UK00736,2024-01-15 00:00:00.000000,South West,Standard,2-Year,19.99,15,Bank Transfer,5,8.5,0,0,2,7,Phone,45-54,F,No,Yes,0.08,0,,,0,3.9979999999999998,13-24m,0.12612563,0
UK00737,2021-08-01 00:00:00.000000,North West,Premium,1-Year,39.99,51,Credit Card,2,61.1,1,1,0,9,Phone,45-54,F,Yes,No,0.02,0,,,0,19.995,37m+,0.07091026,0
UK00738,2020-06-11 00:00:00.000000,Scotland,Basic,2-Year,9.99,31,Credit Card,2,2.9,1,0,1,6,Online,25-34,F,Yes,Yes,0.28,1,2024-01-05 00:00:00.000000,Poor service quality,0,4.995,25-36m,0.52773684,1
UK00739,2021-09-09 00:00:00.000000,North West,Standard,Month-to-Month,19.99,39,Bank Transfer,3,10.7,1,0,0,6,In-Store,35-44,M,No,No,0.19,0,,,0,6.663333333333333,37m+,0.06641367,0
UK00740,2020-07-21 00:00:00.000000,North West,Premium,2-Year,39.99,45,Direct Debit,1,40.7,1,3,1,8,In-Store,18-24,F,Yes,No,0.06,0,,,0,39.99,37m+,0.09196943,0
UK00741,2020-05-08 00:00:00.000000,East Midlands,Standard,Month-to-Month,19.99,61,Bank Transfer,4,20.3,0,0,0,6,In-Store,35-44,M,No,Yes,0.15,0,,,0,4.9975,37m+,0.03238175,0
UK00742,2024-02-29 00:00:00.000000,Yorkshire,Basic,2-Year,9.99,23,Credit Card,2,5.2,0,0,0,5,Referral,25-34,F,Yes,No,0.08,0,,,0,4.995,13-24m,0.1635637,0
UK00743,2020-08-20 00:00:00.000000,North East,Premium,Month-to-Month,39.99,49,Credit Card,3,35.8,3,0,0,4,Online,45-54,Prefer not to say,Yes,No,0.21,0,,,0,13.33,37m+,0.25485897,0
